api_id,api_name,api_category,endpoint,version,owner_team,status,service_name
2659,Stripe Payments API,Payment,https://api.stripe.com/v3/charges,v2-beta,SecOps-Compliance,legacy-active,api
2660,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge/809,v2-beta,Logistics,Active,compliance
2661,Snowflake Ingestion Service,Analytics,https://snowflake.internal/api/v1/ingest/980,v1.4,Core-Platform,Inactive,snowflake
2662,Maps Engine #26,Maps,https://internal.api/v1/maps/action,2024-01-01,FinTech-Core,Active,internal
2663,SendGrid Mailer API,Notifications,https://api.sendgrid.com/v3/mail/send,Unknown,SecOps-Compliance,Active,api
2664,CRM Engine #13,CRM,https://internal.api/v1/crm/action,v1.4,FinTech-Core,Deprecated,internal
2665,Notifications Engine #23,Notifications,https://internal.api/v1/notifications/action,v1.4,SecOps-Compliance,Active,internal
2666,DATADOG TELEMETRY SERVICE,Analytics,https://api.datadoghq.com/api/v2/logs/128,v2.1.0,Identity-IAM,Inactive,api
2667,Auth Engine #74,Auth,https://internal.api/v1/auth/action,2024-01-01,FinTech-Core,Active,internal
2668,CRM Engine #56,Unknown,https://internal.api/v1/crm/action,v2-beta,Data-Eng,Active,internal
2669,GDPR Purge Utility Service,Compliance,https://compliance.internal/v1/purge/290,v3,Unknown,Active,compliance
2670,Payment Engine #74,Payment,https://internal.api/v1/payment/action/{env}/debug_mode,v3,SecOps-Compliance,Active,internal
2671,Snowflake Ingestion Service,Analytics,https://snowflake.internal/api/v1/ingest/470,v1.0.0,Unknown,Active,snowflake
2672,Okta Verify Service,Auth,https://okta.internal/api/v1/authn/520,2024-01-01,Comms-Team,Inactive,okta
2673,Compliance Engine #20,Compliance,https://internal.api/v1/compliance/action,v3,SecOps-Compliance,Active,internal
2674,Salesforce Leads Service,CRM,https://test.salesforce.com/services/data/v55.0/sobjects,2024-01-01,Data-Eng,Active,test
2675,Datadog Telemetry API,Analytics,https://api.datadoghq.com/api/v2/logs,v2.1.0,Growth-Marketing,Active,api
2676,Twilio SMS Gateway Service,Unknown,https://api.twilio.com/2010-04-01/accounts,v2.1.0,Growth-Marketing,Active,api
2677,Maps Engine #91,Maps,https://internal.api/v1/maps/action,v2.1.0,Logistics,Active,internal
2678,Datadog Telemetry API,Analytics,https://api.datadoghq.com/api/v2/logs/201,Unknown,Identity-IAM,Active,api
2679,PayPal Checkout API,Payment,https://api-m.paypal.com/v2/checkout/orders,v2-beta,Unknown,Active,api-m
2680,CRM Engine #47,CRM,https://internal.api/v1/crm/action,v1-alpha,Data-Eng,Active,internal
2681,SendGrid Mailer API,Notifications,https://api.sendgrid.com/v3/mail/send,v2-beta,Core-Platform,Active,api
2682,Payment Engine #60,Payment,https://internal.api/v1/payment/action/{env}/debug_mode,v1.0.0,Core-Platform,Active,internal
2683,HubSpot Contacts API,Unknown,https://api.hubapi.com/crm/v3/objects/contacts,v2.1.0,Growth-Marketing,Active,api
2684,DATADOG TELEMETRY SERVICE,Analytics,https://api.datadoghq.com/api/v2/logs,v2.1.0,Logistics,Active,api
2685,Payment Engine #76,Payment,https://internal.api/v1/payment/action,v2-beta,Data-Eng,Active,internal
2686,Shipping Engine #57,Shipping,https://internal.api/v1/shipping/action,test-version,Logistics,Active,internal
2687,SALESFORCE LEADS SERVICE,CRM,https://test.salesforce.com/services/data/v55.0/sobjects/107,2024-01-01,Logistics,Deprecated,test
2688,Payment Engine #55,Payment,https://internal.api/v1/payment/action,v1.4,FinTech-Core,Inactive,internal
2689,Salesforce Leads API,CRM,https://test.salesforce.com/services/data/v55.0/sobjects,v2-beta,Identity-IAM,Active,test
2690,FedEx Ship Rates Service,Shipping,https://apis.fedex.com/rate/v1/rates/922,v1.4,Unknown,Active,apis
2691,SendGrid Mailer API,Notifications,https://api.sendgrid.com/v3/mail/send/959,v1.0.0,Comms-Team,Active,api
2692,Maps Engine #66,Maps,https://internal.api/v1/maps/action,v2-beta,FinTech-Core,Active,internal
2693,Notifications Engine #19,Comms,https://internal.api/v1/notifications/action,v1.4,FinTech-Core,Inactive,internal
2694,HubSpot Contacts Service,CRM,https://api.hubapi.com/crm/v3/objects/contacts,v1.0.0,Identity-IAM,Inactive,api
2695,Snowflake Ingestion API,Analytics,https://snowflake.internal/api/v1/ingest,v1.0.0,Data-Eng,Active,snowflake
2696,FedEx Ship Rates API,Shipping,https://apis.fedex.com/rate/v1/rates,v1.4,Data-Eng,Deprecated,apis
2697,Shipping Engine #28,Shipping,https://internal.api/v1/shipping/action,v3,Identity-IAM,Active,internal
2698,AdRoll Tracking Pixels API,Marketing,https://api.adroll.com/v2/pixels,0.0.1-SNAPSHOT,FinTech-Core,Active,api
2699,AdRoll Tracking Pixels Service,Marketing,https://api.adroll.com/v2/pixels/409/{env}/debug_mode,v2.1.0,Growth-Marketing,Deprecated,api
2700,SendGrid Mailer API,Notifications,https://api.sendgrid.com/v3/mail/send,v3,Identity-IAM,Deprecated,api
2701,Payment Engine #23,Payment,https://internal.api/v1/payment/action,v1.0.0,FinTech-Core,Active,internal
2702,HubSpot Contacts Service,CRM,https://api.hubapi.com/crm/v3/objects/contacts/202,v2.1.0,Growth-Marketing,Deprecated,api
2703,Shipping Engine #72,Unknown,https://internal.api/v1/shipping/action,v1.0.0,Logistics,Active,internal
2704,Datadog Telemetry API,Analytics,https://api.datadoghq.com/api/v2/logs/762,2024-01-01,SecOps-Compliance,Active,api
2705,payment engine #59,Payment,https://internal.api/v1/payment/action,v3,Data-Eng,Inactive,internal
2706,SendGrid Mailer API,Notifications,https://api.sendgrid.com/v3/mail/send/222,v3,Identity-IAM,Active,api
2707,Twilio SMS Gateway API,Notifications,https://api.twilio.com/2010-04-01/accounts/195,v2-beta,Unknown,Active,api
2708,Compliance Engine #81,Compliance,https://internal.api/v1/compliance/action,Unknown,SecOps-Compliance,Active,internal
2709,AdRoll Tracking Pixels API,Marketing,https://api.adroll.com/v2/pixels,v3,Unknown,Active,api
2710,Compliance Engine #49,Compliance,https://internal.api/v1/compliance/action/{env}/debug_mode,v1.0.0,Data-Eng,Active,internal
2711,Shipping Engine #84,Shipping,https://internal.api/v1/shipping/action,v2.1.0,Unknown,Deprecated,internal
2712,Salesforce Leads API,CRM,https://test.salesforce.com/services/data/v55.0/sobjects/331,v2.1.0,Identity-IAM,Active,test
2713,Marketing Engine #10,Unknown,https://internal.api/v1/marketing/action,v1.0.0,Comms-Team,Deprecated,internal
2714,Twilio SMS Gateway API,Notifications,https://api.twilio.com/2010-04-01/accounts,2024-01-01,Data-Eng,Active,api
2715,Maps Engine #67,Unknown,https://internal.api/v1/maps/action,2024-01-01,Data-Eng,Active,internal
2716,Twilio SMS Gateway API,Notifications,https://api.twilio.com/2010-04-01/accounts/385,v3,Identity-IAM,Inactive,api
2717,AdRoll Tracking Pixels API,Marketing,https://api.adroll.com/v2/pixels/360,Unknown,FinTech-Core,Inactive,api
2718,Google Maps Geocode API,Maps,https://maps.googleapis.com/maps/api/geocode/json/705,0.0.1-SNAPSHOT,SecOps-Compliance,Active,maps
2719,Shipping Engine #35,Shipping,https://internal.api/v1/shipping/action,v1.0.0,Comms-Team,Active,internal
2720,SNOWFLAKE INGESTION SERVICE,Analytics,https://snowflake.internal/api/v1/ingest/152,v2-beta,Comms-Team,Active,snowflake
2721,Salesforce Leads API,CRM,https://test.salesforce.com/services/data/v55.0/sobjects/722,Unknown,Identity-IAM,Inactive,test
2722,SendGrid Mailer API,Notifications,https://api.sendgrid.com/v3/mail/send,2024-01-01,Unknown,Inactive,api
2723,Okta Verify API,Auth,https://okta.internal/api/v1/authn/787,v3,Unknown,Active,okta
2724,Datadog Telemetry API,Analytics,https://api.datadoghq.com/api/v2/logs,v2-beta,Unknown,Active,api
2725,User Engine #45,Unknown,https://internal.api/v1/user/action,v3,SecOps-Compliance,Inactive,internal
2726,sendgrid mailer service,Notifications,https://api.sendgrid.com/v3/mail/send/407,v2.1.0,FinTech-Core,Inactive,api
2727,HubSpot Contacts Service,CRM,https://api.hubapi.com/crm/v3/objects/contacts,v2-beta,Logistics,Deprecated,api
2728,SendGrid Mailer Service,Notifications,https://api.sendgrid.com/v3/mail/send/690,v3,FinTech-Core,Active,api
2729,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge/261,2024-01-01,Core-Platform,Active,compliance
2730,SendGrid Mailer Service,Notifications,https://api.sendgrid.com/v3/mail/send/248,v2-beta,Data-Eng,Inactive,api
2731,Okta Verify Service,Auth,https://okta.internal/api/v1/authn/630,0.0.1-SNAPSHOT,Logistics,Active,okta
2732,User Profile Core Service,User,https://internal.platform/services/user-profile/308,Unknown,SecOps-Compliance,Active,internal
2733,PAYPAL CHECKOUT API,Payment,https://api-m.paypal.com/v2/checkout/orders,v1.0.0,SecOps-Compliance,Deprecated,api-m
2734,Notifications Engine #89,Notifications,https://internal.api/v1/notifications/action,v3,Core-Platform,Deprecated,internal
2735,SendGrid Mailer Service,Unknown,https://api.sendgrid.com/v3/mail/send/450,v2-beta,SecOps-Compliance,Active,api
2736,analytics engine #70,Analytics,https://internal.api/v1/analytics/action,v2.1.0,Growth-Marketing,Inactive,internal
2737,MARKETING ENGINE #79,Marketing,https://internal.api/v1/marketing/action,2024-01-01,Identity-IAM,Inactive,internal
2738,Salesforce Leads API,CRM,https://test.salesforce.com/services/data/v55.0/sobjects/949/{env}/debug_mode,2024-01-01,Growth-Marketing,Deprecated,test
2739,User Engine #33,User,https://internal.api/v1/user/action,v1.0.0,Core-Platform,Active,internal
2740,Marketing Engine #40,Marketing,https://internal.api/v1/marketing/action,v1.0.0,Identity-IAM,Active,internal
2741,Datadog Telemetry API,Unknown,https://api.datadoghq.com/api/v2/logs,v1.0.0,FinTech-Core,Inactive,api
2742,Datadog Telemetry API,Analytics,https://api.datadoghq.com/api/v2/logs/294,test-version,Identity-IAM,Deprecated,api
2743,Salesforce Leads API,CRM,https://test.salesforce.com/services/data/v55.0/sobjects,2024-01-01,FinTech-Core,Active,test
2744,Salesforce Leads Service,CRM,https://test.salesforce.com/services/data/v55.0/sobjects/445/{env}/debug_mode,v2.1.0,Logistics,Active,test
2745,Salesforce Leads API,CRM,https://test.salesforce.com/services/data/v55.0/sobjects/856,0.0.1-SNAPSHOT,Identity-IAM,Inactive,test
2746,Okta Verify API,Auth,https://okta.internal/api/v1/authn/467,v2-beta,Identity-IAM,Active,okta
2747,Payment Engine #75,Payment,https://internal.api/v1/payment/action,0.0.1-SNAPSHOT,Identity-IAM,Active,internal
2748,User Profile Core Service,Unknown,https://internal.platform/services/user-profile,2024-01-01,SecOps-Compliance,Inactive,internal
2749,Shipping Engine #92,Shipping,https://internal.api/v1/shipping/action,v1.0.0,Identity-IAM,Inactive,internal
2750,Twilio SMS Gateway API,Notifications,https://api.twilio.com/2010-04-01/accounts/{env}/debug_mode,v3,Core-Platform,Deprecated,api
2751,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge/388,test-version,Data-Eng,Active,compliance
2752,Datadog Telemetry Service,Analytics,https://api.datadoghq.com/api/v2/logs/720/{env}/debug_mode,v1.0.0,Comms-Team,Active,api
2753,AdRoll Tracking Pixels Service,Unknown,https://api.adroll.com/v2/pixels,v2.1.0,SecOps-Compliance,Active,api
2754,Marketing Engine #46,Marketing,https://internal.api/v1/marketing/action,v1.0.0,FinTech-Core,Active,internal
2755,Stripe Payments API,Payment,https://api.stripe.com/v3/charges/{env}/debug_mode,v2.1.0,Core-Platform,Deprecated,api
2756,Analytics Engine #93,Unknown,https://internal.api/v1/analytics/action,2024-01-01,Growth-Marketing,Active,internal
2757,Compliance Engine #47,Compliance,https://internal.api/v1/compliance/action,v2.1.0,Unknown,Active,internal
2758,Datadog Telemetry Service,Analytics,https://api.datadoghq.com/api/v2/logs,v2.1.0,SecOps-Compliance,Active,api
2759,AdRoll Tracking Pixels API,Marketing,https://api.adroll.com/v2/pixels,Unknown,Growth-Marketing,Inactive,api
2760,CRM Engine #53,CRM,https://internal.api/v1/crm/action,v1.0.0,Identity-IAM,Active,internal
2761,User Engine #34,User,https://internal.api/v1/user/action,test-version,Logistics,Active,internal
2762,AdRoll Tracking Pixels Service,Marketing,https://api.adroll.com/v2/pixels/404,v2-beta,Unknown,Active,api
2763,GDPR Purge Utility Service,Compliance,https://compliance.internal/v1/purge/928,2024-01-01,Growth-Marketing,Active,compliance
2764,Stripe Payments Service,Payment,https://api.stripe.com/v3/charges,v3,Unknown,Active,api
2765,Compliance Engine #38,Compliance,https://internal.api/v1/compliance/action,0.0.1-SNAPSHOT,Identity-IAM,Active,internal
2766,Auth0 Login API,Auth,https://identity.auth0.com/oauth/token,v2.1.0,Unknown,Active,identity
2767,CRM Engine #21,CRM,https://internal.api/v1/crm/action,v2-beta,Data-Eng,Active,internal
2768,Shipping Engine #29,Shipping,https://internal.api/v1/shipping/action,v2.1.0,Identity-IAM,Inactive,internal
2769,PayPal Checkout Service,Payment,https://api-m.paypal.com/v2/checkout/orders/157,v2-beta,Core-Platform,Inactive,api-m
2770,Notifications Engine #83,Unknown,https://internal.api/v1/notifications/action,2024-01-01,FinTech-Core,Active,internal
2771,Compliance Engine #64,Unknown,https://internal.api/v1/compliance/action,v1.0.0,Growth-Marketing,Active,internal
2772,Auth0 Login Service,Auth,https://identity.auth0.com/oauth/token,v2-beta,Unknown,Active,identity
2773,FedEx Ship Rates Service,Unknown,https://apis.fedex.com/rate/v1/rates,v1.0.0,Identity-IAM,Deprecated,apis
2774,Stripe Payments API,Payment,https://api.stripe.com/v3/charges/412,v1.4,FinTech-Core,Deprecated,api
2775,Shipping Engine #66,Shipping,https://internal.api/v1/shipping/action,v2.1.0,Data-Eng,Inactive,internal
2776,GDPR Purge Utility Service,Compliance,https://compliance.internal/v1/purge/615,v2-beta,Comms-Team,Deprecated,compliance
2777,Analytics Engine #27,Analytics,https://internal.api/v1/analytics/action,v3,Identity-IAM,Active,internal
2778,Notifications Engine #93,Notifications,https://internal.api/v1/notifications/action,v2-beta,Core-Platform,Inactive,internal
2779,HubSpot Contacts API,CRM,https://api.hubapi.com/crm/v3/objects/contacts/442,v1.4,Core-Platform,Deprecated,api
2780,Maps Engine #97,Unknown,https://internal.api/v1/maps/action,v2.1.0,FinTech-Core,Active,internal
2781,CRM Engine #95,CRM,https://internal.api/v1/crm/action,v2-beta,FinTech-Core,Inactive,internal
2782,User Profile Core Service,User,https://internal.platform/services/user-profile/834,v3,FinTech-Core,Active,internal
2783,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge/912,test-version,FinTech-Core,Deprecated,compliance
2784,Google Maps Geocode Service,Maps,https://maps.googleapis.com/maps/api/geocode/json/850,v3,FinTech-Core,Inactive,maps
2785,Stripe Payments Service,Payment,https://api.stripe.com/v3/charges,test-version,FinTech-Core,Deprecated,api
2786,CRM Engine #87,CRM,https://internal.api/v1/crm/action,2024-01-01,FinTech-Core,Inactive,internal
2787,PayPal Checkout API,Payment,https://api-m.paypal.com/v2/checkout/orders/441,Unknown,Identity-IAM,Active,api-m
2788,CRM Engine #13,CRM,https://internal.api/v1/crm/action,2024-01-01,Data-Eng,Active,internal
2789,Payment Engine #97,Payment,https://internal.api/v1/payment/action,Unknown,Comms-Team,Active,internal
2790,Notifications Engine #37,Notifications,https://internal.api/v1/notifications/action,v2.1.0,Comms-Team,Active,internal
2791,Maps Engine #15,Maps,https://internal.api/v1/maps/action/{env}/debug_mode,v2-beta,Comms-Team,Deprecated,internal
2792,Notifications Engine #76,Notifications,https://internal.api/v1/notifications/action,v1.0.0,Growth-Marketing,Inactive,internal
2793,Shipping Engine #83,Shipping,https://internal.api/v1/shipping/action,v2.1.0,Core-Platform,Inactive,internal
2794,FedEx Ship Rates Service,Shipping,https://apis.fedex.com/rate/v1/rates/354,v2-beta,Logistics,Inactive,apis
2795,Payment Engine #12,Payment,https://internal.api/v1/payment/action,v3,Unknown,Active,internal
2796,Notifications Engine #82,Notifications,https://internal.api/v1/notifications/action,v1.4,Comms-Team,Inactive,internal
2797,Auth0 Login Service,Auth,https://identity.auth0.com/oauth/token/720,Unknown,Identity-IAM,Active,identity
2798,paypal checkout service,Payment,https://api-m.paypal.com/v2/checkout/orders,v3,Logistics,Inactive,api-m
2799,SendGrid Mailer Service,Comms,https://api.sendgrid.com/v3/mail/send/293,v1.0.0,Data-Eng,Active,api
2800,Analytics Engine #70,Analytics,https://internal.api/v1/analytics/action,v2.1.0,Unknown,Inactive,internal
2801,Notifications Engine #91,Notifications,https://internal.api/v1/notifications/action,v1.0.0,SecOps-Compliance,Active,internal
2802,Auth0 Login Service,Auth,https://identity.auth0.com/oauth/token/602,v2.1.0,Identity-IAM,Active,identity
2803,User Profile Core API,User,https://internal.platform/services/user-profile/584,v1-alpha,SecOps-Compliance,Deprecated,internal
2804,Compliance Engine #60,Compliance,https://internal.api/v1/compliance/action,v1.0.0,Growth-Marketing,Inactive,internal
2805,SNOWFLAKE INGESTION API,Analytics,https://snowflake.internal/api/v1/ingest/487,v2-beta,Comms-Team,Active,snowflake
2806,Okta Verify Service,Auth,https://okta.internal/api/v1/authn,2024-01-01,Growth-Marketing,Inactive,okta
2807,User Engine #98,User,https://internal.api/v1/user/action,v2.1.0,Data-Eng,Deprecated,internal
2808,Auth0 Login API,Auth,https://identity.auth0.com/oauth/token/651,v2-beta,Unknown,Active,identity
2809,Shipping Engine #13,Shipping,https://internal.api/v1/shipping/action,v1.4,FinTech-Core,Active,internal
2810,Shipping Engine #26,Shipping,https://internal.api/v1/shipping/action,2024-01-01,Logistics,Inactive,internal
2811,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge/711,v1.4,Core-Platform,Inactive,compliance
2812,CRM Engine #71,CRM,https://internal.api/v1/crm/action,v3,Core-Platform,Inactive,internal
2813,Payment Engine #47,Unknown,https://internal.api/v1/payment/action,2024-01-01,Comms-Team,Deprecated,internal
2814,AdRoll Tracking Pixels API,Marketing,https://api.adroll.com/v2/pixels,Unknown,FinTech-Core,Inactive,api
2815,Auth Engine #95,Auth,https://internal.api/v1/auth/action,2024-01-01,Unknown,Active,internal
2816,User Profile Core Service,User,https://internal.platform/services/user-profile/195/{env}/debug_mode,v3,Logistics,Active,internal
2817,Snowflake Ingestion Service,Analytics,https://snowflake.internal/api/v1/ingest,v1.0.0,FinTech-Core,Active,snowflake
2818,Compliance Engine #36,Compliance,https://internal.api/v1/compliance/action/{env}/debug_mode,2024-01-01,Identity-IAM,Active,internal
2819,User Profile Core Service,User,https://internal.platform/services/user-profile/277,2024-01-01,Core-Platform,Active,internal
2820,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge/{env}/debug_mode,2024-01-01,Core-Platform,Active,compliance
2821,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge/775,Unknown,Comms-Team,Active,compliance
2822,Shipping Engine #71,Shipping,https://internal.api/v1/shipping/action,v3,FinTech-Core,Deprecated,internal
2823,Analytics Engine #68,Analytics,https://internal.api/v1/analytics/action,v1.4,Logistics,Deprecated,internal
2824,Marketing Engine #12,Marketing,https://internal.api/v1/marketing/action,2024-01-01,Logistics,Active,internal
2825,HubSpot Contacts Service,CRM,https://api.hubapi.com/crm/v3/objects/contacts,v1.4,Identity-IAM,Active,api
2826,HubSpot Contacts API,CRM,https://api.hubapi.com/crm/v3/objects/contacts/{env}/debug_mode,v1.4,Identity-IAM,Inactive,api
2827,User Engine #72,User,https://internal.api/v1/user/action,test-version,Core-Platform,Deprecated,internal
2828,Salesforce Leads Service,CRM,https://test.salesforce.com/services/data/v55.0/sobjects,2026_RC4,FinTech-Core,Active,test
2829,Salesforce Leads Service,CRM,https://test.salesforce.com/services/data/v55.0/sobjects/{env}/debug_mode,v3,Data-Eng,Active,test
2830,AdRoll Tracking Pixels Service,Marketing,https://api.adroll.com/v2/pixels/149,v2-beta,Identity-IAM,Active,api
2831,Salesforce Leads Service,CRM,https://test.salesforce.com/services/data/v55.0/sobjects,Unknown,Growth-Marketing,Active,test
2832,Compliance Engine #46,Compliance,https://internal.api/v1/compliance/action,v2-beta,SecOps-Compliance,Active,internal
2833,PayPal Checkout Service,Payment,https://api-m.paypal.com/v2/checkout/orders/562,v1.0.0,Data-Eng,Inactive,api-m
2834,Stripe Payments Service,Payment,https://api.stripe.com/v3/charges/266,v3,Comms-Team,Inactive,api
2835,Compliance Engine #51,Unknown,https://internal.api/v1/compliance/action,v1.4,Data-Eng,Active,internal
2836,Stripe Payments API,Payment,https://api.stripe.com/v3/charges,v1.0.0,Core-Platform,Inactive,api
2837,AdRoll Tracking Pixels API,Marketing,https://api.adroll.com/v2/pixels,v1.4,Growth-Marketing,Active,api
2838,Stripe Payments API,Payment,https://api.stripe.com/v3/charges/672,v2.1.0,FinTech-Core,Active,api
2839,Auth0 Login Service,Auth,https://identity.auth0.com/oauth/token/630,v1-alpha,Growth-Marketing,Active,identity
2840,snowflake ingestion api,Analytics,https://snowflake.internal/api/v1/ingest/279,v3,Data-Eng,Active,snowflake
2841,Shipping Engine #43,Shipping,https://internal.api/v1/shipping/action,Unknown,Growth-Marketing,Active,internal
2842,FedEx Ship Rates API,Shipping,https://apis.fedex.com/rate/v1/rates,2026_RC4,Core-Platform,Active,apis
2843,Okta Verify Service,Auth,https://okta.internal/api/v1/authn/963,2024-01-01,Data-Eng,Active,okta
2844,CRM Engine #52,CRM,https://internal.api/v1/crm/action,v2-beta,Comms-Team,Active,internal
2845,Compliance Engine #74,Compliance,https://internal.api/v1/compliance/action,v3,Core-Platform,Active,internal
2846,Shipping Engine #37,Unknown,https://internal.api/v1/shipping/action,v1.0.0,Comms-Team,Active,internal
2847,Notifications Engine #90,Notifications,https://internal.api/v1/notifications/action,v1-alpha,Growth-Marketing,Active,internal
2848,Maps Engine #46,Maps,https://internal.api/v1/maps/action,v2.1.0,FinTech-Core,Deprecated,internal
2849,Marketing Engine #67,Marketing,https://internal.api/v1/marketing/action/{env}/debug_mode,v2.1.0,Identity-IAM,Active,internal
2850,User Engine #80,User,https://internal.api/v1/user/action,2024-01-01,FinTech-Core,Deprecated,internal
2851,Compliance Engine #56,Compliance,https://internal.api/v1/compliance/action,2026_RC4,Data-Eng,Inactive,internal
2852,FedEx Ship Rates Service,Shipping,https://apis.fedex.com/rate/v1/rates/137,Unknown,FinTech-Core,Inactive,apis
2853,Okta Verify Service,Unknown,https://okta.internal/api/v1/authn/941,v2-beta,Identity-IAM,Active,okta
2854,User Profile Core Service,User,https://internal.platform/services/user-profile,test-version,Identity-IAM,Inactive,internal
2855,FedEx Ship Rates API,Shipping,https://apis.fedex.com/rate/v1/rates/768,2024-01-01,FinTech-Core,Active,apis
2856,Twilio SMS Gateway API,Notifications,https://api.twilio.com/2010-04-01/accounts/373,v2-beta,Core-Platform,Inactive,api
2857,Analytics Engine #97,Analytics,https://internal.api/v1/analytics/action/{env}/debug_mode,v3,Core-Platform,Active,internal
2858,Snowflake Ingestion API,Analytics,https://snowflake.internal/api/v1/ingest/{env}/debug_mode,v2.1.0,FinTech-Core,Active,snowflake
2859,GDPR PURGE UTILITY API,Compliance,https://compliance.internal/v1/purge,2024-01-01,Data-Eng,Active,compliance
2860,User Engine #69,User,https://internal.api/v1/user/action,Unknown,SecOps-Compliance,Active,internal
2861,CRM Engine #69,CRM,https://internal.api/v1/crm/action,v1.4,Comms-Team,Inactive,internal
2862,Snowflake Ingestion API,Analytics,https://snowflake.internal/api/v1/ingest,v1-alpha,Growth-Marketing,Inactive,snowflake
2863,Snowflake Ingestion Service,Analytics,https://snowflake.internal/api/v1/ingest,2024-01-01,Data-Eng,Inactive,snowflake
2864,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge,v2.1.0,Identity-IAM,Active,compliance
2865,SendGrid Mailer Service,Notifications,https://api.sendgrid.com/v3/mail/send/720,v1.4,Identity-IAM,Active,api
2866,Salesforce Leads API,CRM,https://test.salesforce.com/services/data/v55.0/sobjects/143,2026_RC4,Identity-IAM,Inactive,test
2867,Compliance Engine #54,Compliance,https://internal.api/v1/compliance/action,2024-01-01,Comms-Team,Deprecated,internal
2868,Marketing Engine #18,Marketing,https://internal.api/v1/marketing/action,test-version,Comms-Team,Inactive,internal
2869,Marketing Engine #20,Unknown,https://internal.api/v1/marketing/action,2024-01-01,Identity-IAM,Active,internal
2870,PayPal Checkout Service,Payment,https://api-m.paypal.com/v2/checkout/orders,v2-beta,Data-Eng,Active,api-m
2871,Google Maps Geocode Service,Unknown,https://maps.googleapis.com/maps/api/geocode/json/276,v1.0.0,SecOps-Compliance,Deprecated,maps
2872,Auth0 Login API,Auth,https://identity.auth0.com/oauth/token,2024-01-01,Growth-Marketing,Active,identity
2873,Compliance Engine #54,Compliance,https://internal.api/v1/compliance/action,v1.0.0,Core-Platform,Deprecated,internal
2874,FedEx Ship Rates Service,Shipping,https://apis.fedex.com/rate/v1/rates/757/{env}/debug_mode,v3,Growth-Marketing,Deprecated,apis
2875,Okta Verify Service,Auth,https://okta.internal/api/v1/authn,v1.4,Growth-Marketing,Active,okta
2876,Marketing Engine #33,Marketing,https://internal.api/v1/marketing/action,v2-beta,FinTech-Core,Active,internal
2877,Auth Engine #63,Auth,https://internal.api/v1/auth/action,2024-01-01,FinTech-Core,Inactive,internal
2878,Payment Engine #78,Payment,https://internal.api/v1/payment/action,v2.1.0,Logistics,Active,internal
2879,Compliance Engine #88,Compliance,https://internal.api/v1/compliance/action,v2.1.0,Growth-Marketing,Active,internal
2880,Twilio SMS Gateway Service,Notifications,https://api.twilio.com/2010-04-01/accounts,v1.0.0,Core-Platform,Inactive,api
2881,Marketing Engine #24,Marketing,https://internal.api/v1/marketing/action,v3,SecOps-Compliance,Deprecated,internal
2882,AdRoll Tracking Pixels Service,Marketing,https://api.adroll.com/v2/pixels,v1.4,Growth-Marketing,Active,api
2883,Okta Verify API,Auth,https://okta.internal/api/v1/authn/292,2024-01-01,FinTech-Core,Active,okta
2884,Marketing Engine #35,Marketing,https://internal.api/v1/marketing/action,v2.1.0,Logistics,Deprecated,internal
2885,Snowflake Ingestion Service,Analytics,https://snowflake.internal/api/v1/ingest,v3,Logistics,Inactive,snowflake
2886,GDPR Purge Utility Service,Compliance,https://compliance.internal/v1/purge,v2-beta,SecOps-Compliance,Active,compliance
2887,Maps Engine #46,Maps,https://internal.api/v1/maps/action,v3,Core-Platform,Deprecated,internal
2888,SendGrid Mailer API,Unknown,https://api.sendgrid.com/v3/mail/send,v2-beta,SecOps-Compliance,Deprecated,api
2889,Stripe Payments Service,Payment,https://api.stripe.com/v3/charges/242,v3,FinTech-Core,Active,api
2890,PayPal Checkout Service,Payment,https://api-m.paypal.com/v2/checkout/orders/{env}/debug_mode,v1.0.0,Identity-IAM,Inactive,api-m
2891,SHIPPING ENGINE #47,Shipping,https://internal.api/v1/shipping/action,v1.4,Logistics,Active,internal
2892,CRM Engine #53,CRM,https://internal.api/v1/crm/action,v1-alpha,SecOps-Compliance,Active,internal
2893,Auth Engine #17,Auth,https://internal.api/v1/auth/action,v2-beta,Identity-IAM,Deprecated,internal
2894,Stripe Payments Service,Payment,https://api.stripe.com/v3/charges/384/{env}/debug_mode,2024-01-01,Data-Eng,Active,api
2895,Notifications Engine #59,Notifications,https://internal.api/v1/notifications/action,v2-beta,SecOps-Compliance,Active,internal
2896,Google Maps Geocode API,Maps,https://maps.googleapis.com/maps/api/geocode/json,Unknown,Identity-IAM,Active,maps
2897,Google Maps Geocode API,Maps,https://maps.googleapis.com/maps/api/geocode/json/658,Unknown,Core-Platform,Active,maps
2898,Analytics Engine #81,Analytics,https://internal.api/v1/analytics/action,v1.4,Logistics,Inactive,internal
2899,Compliance Engine #88,Unknown,https://internal.api/v1/compliance/action,2024-01-01,Data-Eng,Active,internal
